Opening_Inventory,Deliveries,Forecast_Consumption,Projected_Closing_Inventory
38.64,40.35,0.0,78.99000000000001
39.89,15.28,32.91849999999999,22.251500000000014
0.0,26.09,26.08949999999999,0.0005000000000094929
0.0,24.15,24.15110000000002,-0.0011000000000223054
0.0,21.16,0.0,21.16
16442.0,15.34,14.218400000000022,16443.1216
0.0,10.9,10.888200000000005,0.011799999999995592
16389.02,26.12,9.241300000000006,16405.898699999998
15765.78,47.5,10.560599999999987,15802.7194
0.0,25.85,25.845799999999986,0.0042000000000150806
0.0,25.5,25.51790000000001,-0.017900000000011573
260.77,48.8,63.81100000000004,245.75899999999996
16311.92,19.97,10.179999999999986,16321.71
13.01,29.41,39.78599999999999,2.6340000000000146
78.99,31.39,36.855599999999995,73.5244
22.25,19.1,38.7615,2.5885000000000034
0.0,34.76,34.837800000000016,-0.07780000000001763
21.16,48.59,59.48520000000001,10.264799999999987
0.0,24.65,24.64590000000003,0.004099999999969128
0.0,27.72,27.711000000000013,0.00899999999998613
245.74,31.75,39.306299999999986,238.18370000000002
16063.67,13.91,17.648500000000027,16059.9315
0.0,38.97,0.0,38.97
601.59,19.51,48.06890000000003,573.0311
16039.15,19.52,13.769599999999986,16044.9004
15802.72,46.81,5.056700000000003,15844.4733
16563.42,42.89,7.950200000000011,16598.3598
0.0,16.84,16.83699999999998,0.00300000000002143
28.45,42.26,0.0,70.71
75.24,14.7,19.918600000000016,70.02139999999999
290.6,0.0,37.61819999999997,252.98180000000005
0.0,38.26,34.33229999999999,3.9277000000000086
0.0,40.33,34.30160000000002,6.028399999999976
16443.12,23.35,10.049799999999982,16456.420199999997
15346.81,17.43,6.129699999999997,15358.1103
16321.71,10.78,11.519199999999987,16320.9708
16405.9,44.43,9.639699999999989,16440.690300000002
213.6,0.0,15.446100000000026,198.15389999999996
2.13,30.86,32.82119999999998,0.1688000000000187
43.91,24.6,26.322099999999974,42.18790000000001
0.0,29.69,29.69070000000002,-0.0007000000000196849
16393.93,38.57,8.259699999999995,16424.2403
24.13,45.33,31.655100000000026,37.80489999999997
0.0,28.52,28.515599999999992,0.004400000000007509
15844.47,49.08,10.119600000000005,15883.4304
16044.9,17.14,11.769999999999987,16050.269999999999
38.97,19.88,0.0,58.849999999999994
0.0,46.08,46.065300000000015,0.014699999999983504
16424.24,24.86,9.506099999999996,16439.593900000003
198.15,35.34,66.04949999999997,167.44050000000004
16440.69,37.07,0.0,16477.76
573.03,39.32,18.96600000000002,593.384
16059.93,49.28,18.295999999999975,16090.914
70.71,28.01,37.045700000000004,61.674299999999995
16598.36,41.94,19.920700000000025,16620.3793
0.0,24.29,24.345999999999986,-0.05599999999998673
67.05,12.3,53.65789999999999,25.692100000000003
3.93,13.43,17.447600000000005,-0.08760000000000545
16456.42,38.92,5.621100000000002,16489.718899999996
15358.11,24.74,9.639699999999989,15373.2103
40.97,12.41,0.0,53.379999999999995
6.03,37.38,43.29299999999998,0.11700000000002575
37.8,48.69,48.42910000000002,38.060899999999975
2.45,41.55,0.0,44.0
73.52,15.96,37.882400000000004,51.597599999999986
252.92,26.42,0.0,279.34
10.02,36.7,36.229100000000024,10.490899999999975
0.0,36.09,36.080099999999995,0.009900000000008902
238.09,41.79,51.67519999999996,228.20480000000003
0.0,22.03,22.054799999999986,-0.024799999999984834
0.0,12.5,12.517500000000002,-0.017500000000001847
0.0,11.57,11.558999999999983,0.011000000000016996
16320.97,45.99,9.526399999999988,16357.433599999998
0.0,24.31,24.341699999999978,-0.03169999999997941
279.34,43.58,51.82260000000002,271.09739999999994
16050.27,18.29,0.0,16068.560000000001
16620.38,28.41,7.159800000000011,16641.6302
0.0,22.36,22.353999999999978,0.006000000000021544
51.56,17.4,45.448399999999936,23.511600000000072
0.0,37.64,0.0,37.64
0.0,0.0,0.0,0.0
16090.91,14.8,16.359499999999972,16089.350499999999
0.0,42.36,42.31749999999999,0.042500000000011084
0.0,14.3,14.301099999999987,-0.0010999999999867782
53.38,29.83,30.271299999999982,52.938700000000026
25.46,35.71,0.0,61.17
16357.43,32.77,10.930299999999987,16379.2697
593.38,47.67,47.778300000000065,593.2716999999999
58.85,31.51,40.4431,49.9169
16477.76,28.9,8.9992,16497.6608
15883.43,32.18,13.269199999999987,15902.3408
228.17,27.69,59.2852,196.57479999999998
10.52,18.95,29.591399999999993,-0.12139999999999418
61.67,36.55,47.371899999999954,50.848100000000045
16489.72,36.16,12.327800000000002,16513.552200000002
0.0,15.12,15.119799999999966,0.00020000000003328466
0.0,22.47,22.467800000000015,0.0021999999999842146
16439.59,15.94,8.018499999999989,16447.5115
0.0,28.28,28.28370000000003,-0.0037000000000304567
15373.21,42.62,12.228200000000014,15403.6018
37.95,40.56,35.00770000000003,43.50229999999998
167.43,37.36,54.61310000000003,150.1769
44.0,24.84,47.347399999999986,21.492600000000017
0.0,49.9,48.71109999999999,1.188900000000011
196.59,0.0,0.0,196.59
0.0,10.22,10.230100000000007,-0.01010000000000666
0.0,39.3,37.61410000000002,1.6858999999999753
0.0,25.98,25.977599999999985,0.002400000000015723
0.0,35.3,35.300500000000035,-0.0005000000000379146
0.0,17.23,17.22180000000002,0.00819999999998089
15902.34,20.17,6.75,15915.76
16379.27,14.12,5.64999999999999,16387.739999999998
16513.55,35.21,12.28029999999998,16536.4797
15403.6,12.46,6.869800000000003,15409.1902
43.39,18.81,47.92729999999999,14.272700000000015
52.9,39.92,55.522800000000025,37.29719999999997
16068.56,17.74,12.1483,16074.151699999999
0.0,45.73,30.290099999999974,15.439900000000023
16447.51,10.34,6.60060000000001,16451.249399999997
16497.66,34.17,16.97010000000002,16514.8599
21.49,16.72,37.006,1.2039999999999935
271.1,23.43,42.05789999999998,252.47210000000004
150.17,44.69,0.0,194.85999999999999
0.0,21.6,21.596799999999995,0.003200000000006753
593.27,11.71,28.55420000000001,576.4258
49.92,44.47,55.82059999999993,38.56940000000007
16641.6,18.37,18.538799999999977,16641.4312
0.0,19.04,19.05059999999997,-0.010599999999971743
23.5,13.94,42.841199999999986,-5.401199999999989
0.0,33.06,33.02920000000002,0.03079999999998506
50.84,16.18,34.754499999999986,32.265500000000024
61.17,26.92,26.641900000000017,61.44809999999998
16089.35,46.42,16.880700000000036,16118.8893
37.64,31.99,46.9101,22.719899999999996
16536.48,33.07,9.39329999999999,16560.1567
38.4,15.14,53.570599999999956,-0.030599999999957106
16118.89,38.65,15.900200000000023,16141.639799999999
15.41,41.41,45.05630000000003,11.763699999999965
16641.43,16.88,5.460199999999995,16652.8498
1.68,49.98,47.50920000000003,4.150799999999968
0.0,19.85,19.85859999999998,-0.008599999999979957
0.0,24.25,24.231100000000005,0.018899999999995032
32.07,25.61,37.17410000000001,20.50589999999999
15409.19,45.27,11.110100000000003,15443.349900000001
0.0,18.35,18.36799999999998,-0.017999999999979366
15915.76,43.61,18.169600000000024,15941.200400000002
16451.25,46.33,9.351500000000014,16488.2285
196.59,36.7,0.0,233.29000000000002
194.86,23.93,10.840600000000006,207.94940000000003
14.28,40.02,33.60679999999999,20.69320000000001
576.4,33.07,15.519799999999986,593.9502
37.29,41.65,0.0,78.94
0.0,14.94,14.937100000000017,0.002899999999982583
0.0,34.62,34.60510000000001,0.014899999999990143
252.41,14.02,21.416400000000024,245.0136
16514.86,46.27,8.31860000000001,16552.811400000002
0.0,15.19,15.193000000000024,-0.0030000000000249827
61.48,21.31,31.398400000000017,51.391599999999976
16387.74,34.44,11.738300000000008,16410.4417
22.73,28.39,0.0,51.120000000000005
0.0,28.93,0.0,28.93
0.0,32.94,0.0,32.94
16074.15,29.84,17.540999999999976,16086.449
0.0,32.39,32.3878,0.002200000000001978
32.94,18.01,40.34620000000001,10.603799999999993
15941.2,46.48,6.0504,15981.6296
16141.64,43.02,9.979700000000014,16174.6803
0.0,32.05,30.357500000000005,1.692499999999992
16552.81,40.63,14.022299999999984,16579.4177
11.53,12.02,25.906999999999996,-2.3569999999999993
0.0,49.97,40.629100000000015,9.340899999999984
15443.34,47.85,6.366000000000005,15484.824
20.44,15.18,37.74890000000002,-2.128900000000016
0.0,33.34,33.36609999999997,-0.02609999999996404
16488.23,14.76,13.534299999999979,16489.4557
51.39,38.21,54.54899999999995,35.051000000000045
0.0,42.62,42.6197,0.0002999999999957481
0.0,39.57,0.0,39.57
245.03,28.72,0.0,273.75
0.0,43.32,39.1533,4.166699999999999
16652.85,20.77,5.088499999999991,16668.531499999997
4.25,25.11,29.40199999999999,-0.041999999999990933
0.0,34.03,33.961099999999995,0.0689000000000064
16410.44,32.2,18.98720000000001,16423.6528
78.94,35.81,0.0,114.75
16086.45,17.83,6.078900000000002,16098.2011
207.95,17.79,44.353400000000036,181.38659999999993
593.95,38.92,64.5767,568.2933
0.0,24.34,24.336299999999998,0.003700000000002035
233.29,31.1,61.33339999999998,203.0566
28.93,28.27,0.0,57.2
20.31,24.53,44.278700000000015,0.5612999999999886
51.12,14.79,58.337000000000025,7.572999999999972
16560.16,49.78,13.759299999999994,16596.180699999997
57.2,31.66,10.169799999999983,78.69020000000002
114.75,26.16,48.883899999999954,92.02610000000004
4.16,37.89,42.73879999999996,-0.688799999999965
202.89,35.19,68.35870000000003,169.72129999999996
39.57,41.33,37.990599999999944,42.90940000000006
9.34,36.78,35.68780000000001,10.432199999999995
10.35,26.11,36.07040000000001,0.3895999999999944
0.0,21.16,21.161600000000025,-0.0016000000000246928
0.0,17.09,17.07939999999998,0.010600000000021481
16423.65,29.38,17.710100000000022,16435.319900000002
0.0,37.08,37.604199999999985,-0.5241999999999862
16098.2,26.08,12.270299999999986,16112.0097
273.75,17.02,33.24629999999998,257.5237
1.76,47.16,38.654200000000024,10.26579999999997
15981.63,21.8,0.0,16003.429999999998
0.0,36.95,36.94299999999999,0.007000000000012108
7.27,47.65,42.48979999999996,12.430200000000042
0.0,37.37,37.369000000000035,0.0009999999999621423
16579.42,18.04,7.539999999999995,16589.92
568.27,45.62,48.41880000000002,565.4712
16174.68,38.0,7.042300000000007,16205.637700000001
181.39,17.52,48.460099999999926,150.44990000000007
16489.46,30.67,12.170599999999995,16507.959399999996
34.87,15.34,31.624400000000026,18.585599999999967
0.0,39.58,39.58030000000001,-0.00030000000000995897
16596.18,26.36,8.525099999999986,16614.014900000002
0.0,30.31,30.2985,0.011499999999998067
15484.82,10.73,16.28099999999998,15479.268999999998
0.0,33.42,33.41550000000003,0.004499999999971749
16668.53,22.74,6.029999999999985,16685.24
0.0,37.58,36.29210000000002,1.2878999999999792
169.74,43.06,0.0,212.8
150.46,0.0,0.0,150.46
16589.92,34.7,15.95980000000002,16608.6602
16685.24,22.44,14.11029999999998,16693.5697
11.74,15.49,27.515700000000006,-0.2857000000000056
0.0,15.38,15.385800000000025,-0.005800000000023786
91.92,13.67,0.0,105.59
78.69,31.86,47.43029999999998,63.119700000000016
0.0,49.31,32.892,16.418
16112.01,25.78,5.6209000000000024,16132.169100000001
257.41,28.12,54.522400000000005,231.00760000000002
0.0,15.7,0.0,15.7
565.37,22.94,22.51340000000002,565.7966
16507.96,19.46,8.810499999999983,16518.6095
0.0,22.67,22.658400000000025,0.011599999999976518
15479.27,45.58,8.349700000000015,15516.5003
0.0,45.42,43.51279999999995,1.9072000000000529
0.0,40.54,36.96249999999995,3.5775000000000503
16003.43,16.93,5.8015,16014.558500000001
16435.32,46.04,15.55969999999997,16465.8003
10.26,12.89,22.509599999999992,0.6404000000000067
0.0,29.77,29.784600000000005,-0.014600000000005053
0.0,23.69,23.696100000000015,-0.006100000000014205
42.9,26.96,45.49359999999998,24.36640000000002
10.45,48.23,33.43949999999998,25.24050000000001
16614.02,19.45,19.073699999999977,16614.3963
18.59,42.46,59.176899999999954,1.8731000000000435
0.0,25.69,25.68920000000003,0.0007999999999697138
16205.6,48.34,6.78219999999999,16247.1578
565.66,34.61,15.329199999999988,584.9408
150.46,10.66,0.0,161.12
3.57,48.25,41.79400000000003,10.025999999999968
0.0,15.05,15.050999999999972,-0.000999999999971024
0.0,14.52,14.518099999999988,0.0019000000000115591
16608.66,26.03,19.17940000000002,16615.510599999998
63.12,48.63,0.0,111.75
25.25,18.54,33.201699999999995,10.588300000000004
15.7,38.2,0.0,53.900000000000006
16247.16,14.96,15.119399999999967,16247.0006
212.8,22.54,0.0,235.34
24.37,28.83,34.365899999999975,18.834100000000028
16014.56,10.53,11.665199999999997,16013.4248
105.59,26.19,59.51709999999992,72.26290000000009
230.74,28.47,0.0,259.21000000000004
0.0,24.34,24.336499999999997,0.003500000000002501
0.0,20.17,20.191700000000022,-0.02170000000002048
16132.17,30.43,11.250399999999999,16151.3496
16614.39,13.96,15.067799999999986,16613.282199999998
16518.61,38.05,17.14860000000003,16539.5114
0.0,40.97,40.96230000000002,0.007699999999978502
16.42,39.59,51.5386,4.471400000000003
15516.5,14.29,11.250499999999999,15519.5395
0.0,38.12,32.3806,5.739399999999996
16465.8,41.5,17.89980000000003,16489.4002
1.92,27.6,29.44750000000001,0.07249999999999446
16693.57,39.75,6.840199999999999,16726.4798
0.0,33.28,33.206299999999985,0.07370000000001653
0.0,13.48,13.472600000000014,0.007399999999986306
1.31,37.22,38.40290000000001,0.12709999999999155
16013.42,42.93,15.991500000000007,16040.3585
235.34,49.45,68.3766,216.41340000000002
16247.0,29.22,8.610300000000011,16267.609699999999
0.0,33.73,33.74539999999997,-0.015399999999971214
0.0,20.35,20.346099999999975,0.003900000000026438
71.89,10.68,32.2937,50.27629999999999
0.0,24.25,0.0,24.25
10.01,18.66,28.519500000000008,0.15049999999999386
0.0,10.46,0.0,10.46
0.0,34.25,34.23799999999997,0.012000000000028876
16489.4,28.9,13.269899999999986,16505.030100000004
259.21,49.83,0.0,309.03999999999996
0.0,23.56,0.0,23.56
18.83,41.97,50.72749999999999,10.072500000000005
16539.51,14.5,19.766999999999985,16534.243
16613.28,44.81,15.490100000000007,16642.5999
161.12,47.71,39.87149999999994,168.95850000000007
16726.48,41.68,8.150499999999989,16760.0095
0.0,44.09,44.08819999999996,0.001800000000045543
584.94,18.73,0.0,603.6700000000001
16151.35,29.9,8.198300000000012,16173.0517
15519.54,37.69,6.320600000000004,15550.909400000002
16615.51,11.8,13.510199999999992,16613.799799999997
0.0,19.45,19.448700000000027,0.0012999999999721013
5.74,42.23,45.658599999999986,2.311400000000013
0.0,29.7,29.698399999999992,0.0016000000000069292
10.58,27.0,32.086799999999975,5.493200000000023
4.19,31.93,0.0,36.12
111.75,20.79,66.77869999999996,65.76130000000003
53.9,30.22,44.82530000000003,39.29469999999998
36.12,13.46,0.0,49.58
24.25,44.95,37.61549999999997,31.584500000000034
23.56,26.08,51.46839999999998,-1.8283999999999807
0.0,30.14,30.129500000000025,0.010499999999975529
309.04,10.61,67.04750000000004,252.6025
16267.61,26.7,19.61979999999995,16274.690200000001
10.46,21.96,31.958399999999997,0.46160000000000423
0.0,22.63,22.640000000000022,-0.01000000000002288
39.28,23.97,38.692199999999964,24.557800000000036
2.99,21.41,24.712200000000003,-0.31220000000000425
0.0,14.55,0.0,14.55
603.67,36.33,33.2811,606.7189
16534.24,14.06,8.419099999999988,16539.880900000004
16642.6,39.33,5.304800000000004,16676.6252
0.0,29.58,29.573200000000007,0.0067999999999912575
15550.91,13.1,12.180299999999995,15551.8297
16173.05,18.63,10.158199999999988,16181.521799999999
16040.36,35.94,6.818800000000006,16069.481200000002
0.0,16.46,16.44420000000003,0.015799999999970282
8.35,13.4,21.945600000000002,-0.19560000000000244
16613.8,14.53,14.089399999999987,16614.240599999997
214.82,36.4,59.39209999999996,191.82790000000006
0.0,39.51,39.50210000000002,0.007899999999978036
168.97,0.0,0.0,168.97
16505.03,45.02,16.840399999999974,16533.2096
16760.01,12.14,15.187800000000022,16756.962199999998
0.0,43.83,30.060800000000008,13.76919999999999
6.77,35.17,41.623100000000015,0.31689999999998264
65.76,48.54,42.65329999999998,71.64670000000004
50.1,48.28,12.300199999999977,86.07980000000002
0.0,14.35,14.35889999999999,-0.008899999999989916
16676.62,41.67,11.237800000000009,16707.0522
191.51,19.39,0.0,210.89999999999998
252.59,32.1,50.57899999999999,234.111
0.0,27.45,27.459100000000014,-0.009100000000014319
16539.88,25.34,16.339999999999975,16548.88
16756.96,41.1,10.64919999999999,16787.410799999998
168.97,19.57,14.86939999999997,173.67060000000004
16274.69,19.1,19.93000000000002,16273.86
606.15,30.02,48.432499999999955,587.7375
0.0,32.0,32.00630000000006,-0.006300000000059924
16614.24,23.1,14.4997,16622.8403
0.0,34.88,32.29560000000001,2.584399999999995
86.08,23.65,49.68749999999998,60.04250000000001
16181.52,14.67,18.130900000000032,16178.0591
0.0,18.6,14.935299999999994,3.664700000000007
15551.83,30.63,19.746700000000004,15562.7133
16069.48,19.99,11.989700000000006,16077.4803
0.0,28.0,0.0,28.0
13.74,16.74,31.415199999999977,-0.9351999999999805
16533.21,32.64,17.728200000000015,16548.121799999997
0.0,28.87,28.873700000000007,-0.0037000000000055877
49.58,32.81,51.157900000000026,31.232099999999974
0.0,19.78,19.774599999999985,0.005400000000015837
0.0,39.93,39.46889999999996,0.46110000000003737
24.03,38.34,31.63840000000001,30.731599999999993
31.53,24.64,55.11709999999997,1.0529000000000295
0.0,44.32,44.30660000000002,0.013399999999982981
14.55,28.52,34.855799999999995,8.214200000000005
71.65,41.29,15.564999999999966,97.37500000000003
0.65,12.52,13.306899999999992,-0.1368999999999918
16622.84,19.47,5.03009999999999,16637.2799
0.0,35.64,35.63859999999998,0.0014000000000180535
16707.05,44.11,14.83109999999999,16736.3289
28.0,12.23,41.85859999999996,-1.628599999999956
16273.86,46.6,8.049099999999989,16312.4109
587.69,26.1,0.0,613.7900000000001
8.15,39.58,30.575499999999973,17.154500000000024
173.67,24.18,19.29919999999997,178.55080000000004
16787.41,20.35,11.487000000000007,16796.272999999997
15562.71,12.51,12.35909999999999,15562.8609
16548.88,44.43,11.68009999999999,16581.6299
16548.12,43.67,19.061199999999968,16572.728799999997
0.0,46.38,31.060700000000043,15.31929999999996
30.73,18.94,50.1624,-0.4923999999999964
30.82,29.84,0.0,60.66
0.0,40.39,30.050800000000027,10.339199999999973
0.0,26.55,26.54039999999999,0.0096000000000096
210.9,39.25,0.0,250.15
3.72,36.9,40.60649999999997,0.013500000000028933
234.1,16.79,65.85699999999996,185.03300000000002
0.0,28.74,28.7712,-0.031200000000001893
0.0,0.0,0.0,0.0
97.38,48.13,0.0,145.51
0.0,13.7,13.696200000000017,0.003799999999982262
16178.06,10.16,19.072899999999976,16169.1471
16077.48,30.8,10.294599999999981,16097.9854
0.0,37.96,37.95489999999998,0.0051000000000200885
60.04,23.77,0.0,83.81
2.57,33.93,34.67269999999997,1.8273000000000295
145.51,49.0,0.0,194.51
0.0,39.98,39.984299999999905,-0.004299999999908266
10.38,22.99,32.77679999999999,0.5932000000000102
16097.98,39.86,17.96830000000002,16119.8717
0.0,19.09,19.087799999999973,0.002200000000026847
0.0,18.52,18.508299999999995,0.011700000000004707
60.66,36.19,0.0,96.85
16572.73,28.21,16.32999999999998,16584.609999999997
15562.86,18.12,7.387199999999992,15573.592800000002
15.32,11.04,26.687699999999992,-0.327699999999993
16169.14,27.1,16.620199999999965,16179.6198
16736.33,13.75,16.169500000000017,16733.9105
16312.41,19.72,5.720300000000014,16326.409699999998
0.0,28.32,28.32160000000001,-0.001600000000010482
0.0,15.35,0.0,15.35
0.0,14.17,14.17100000000001,-0.001000000000010104
16796.27,10.27,16.310899999999968,16790.2291
16637.28,34.45,9.879999999999997,16661.85
83.81,10.74,56.95820000000001,37.591799999999985
3.2,22.98,26.19070000000002,-0.010700000000021248
0.0,44.0,37.92610000000001,6.073899999999988
613.79,33.46,38.064499999999995,609.1855
0.0,30.24,0.0,30.24
185.04,10.35,54.16529999999999,141.22469999999998
16581.63,24.29,12.9999,16592.920100000003
0.0,40.67,40.66429999999995,0.005700000000054217
250.15,45.76,38.49899999999999,257.41100000000006
17.15,28.27,42.80070000000003,2.619299999999974
178.55,39.99,0.0,218.54000000000002
0.0,38.74,38.765699999999995,-0.025699999999993395
16119.87,14.01,6.8262000000000045,16127.053800000002
0.0,21.44,21.44030000000003,-0.00030000000002772254
16661.85,47.94,11.340600000000002,16698.449399999998
16584.61,15.24,13.65010000000001,16586.199900000003
0.0,20.75,20.746100000000002,0.003899999999998016
0.0,37.19,33.843500000000006,3.346499999999992
2.34,17.5,19.680199999999996,0.15980000000000416
0.0,17.39,17.389500000000034,0.0004999999999668603
218.54,31.38,40.32450000000003,209.59549999999996
30.24,28.33,0.0,58.56999999999999
257.41,29.83,0.0,287.24
0.0,21.44,21.439300000000024,0.0006999999999770523
15573.59,17.12,5.0701999999999945,15585.6398
0.0,32.42,32.42230000000001,-0.002300000000005298
15.35,10.05,26.023499999999984,-0.6234999999999857
16733.91,12.51,15.707100000000024,16730.7129
0.0,26.72,26.717199999999995,0.0028000000000041325
16592.92,26.44,5.070099999999994,16614.289899999996
16326.41,44.84,19.69010000000004,16351.5599
0.0,44.07,44.0721,-0.0020999999999986585
16790.23,46.56,13.269599999999986,16823.5204
96.85,15.5,50.23860000000007,62.111399999999925
0.0,13.04,0.0,13.04
609.18,46.1,57.761000000000024,597.519
0.0,34.04,34.03739999999999,0.0026000000000081513
16179.62,47.91,13.068599999999998,16214.4614
141.14,49.02,45.75649999999996,144.40350000000004
194.51,34.13,0.0,228.64
6.02,26.26,31.918399999999984,0.361600000000017
37.59,24.0,0.0,61.59
16823.52,42.72,16.369799999999962,16849.8702
228.64,29.29,0.0,257.93
61.59,17.68,0.0,79.27000000000001
0.0,36.5,36.46369999999998,0.03630000000001843
0.0,16.16,16.13940000000002,0.020599999999980412
58.57,48.23,45.659599999999976,61.14040000000002
144.4,31.73,24.0922,152.0378
16214.46,14.07,15.619899999999967,16212.9101
3.39,30.67,0.0,34.06
0.0,47.59,0.0,47.59
0.0,34.56,34.549599999999984,0.010400000000018395
16586.2,35.3,18.711000000000023,16602.789
0.0,11.41,11.410999999999996,-0.000999999999995893
287.24,47.47,0.0,334.71000000000004
0.0,18.16,0.0,18.16
16614.29,35.11,15.82159999999999,16633.578400000002
62.08,46.36,32.59919999999998,75.84080000000002
0.0,21.07,21.068699999999975,0.001300000000025392
0.0,27.27,27.273999999999997,-0.003999999999997783
16351.56,37.59,11.989700000000006,16377.160299999998
0.0,20.22,20.21800000000002,0.0019999999999775753
13.04,35.24,41.806499999999986,6.473500000000016
597.53,0.0,58.41320000000003,539.1167999999999
0.0,11.23,9.127999999999991,2.102000000000009
16127.05,48.86,0.0,16175.91
16730.71,18.55,7.288999999999995,16741.970999999998
15585.64,31.14,9.777599999999984,15607.0024
209.6,25.45,0.0,235.04999999999998
0.0,19.63,19.63060000000001,-0.0006000000000092598
16698.45,32.5,14.411800000000014,16716.5382
47.59,44.11,38.48349999999997,53.21650000000003
2.24,38.75,30.2755,10.714500000000001
34.06,40.79,41.66819999999998,33.18180000000002
16175.91,21.66,10.108500000000014,16187.4615
235.05,27.87,52.01,210.91000000000003
152.03,31.93,48.70419999999997,135.25580000000002
16602.79,45.63,14.110399999999979,16634.3096
0.0,17.63,17.62089999999996,0.009100000000039188
0.0,38.22,38.13929999999998,0.08070000000002153
16212.91,44.28,5.388399999999994,16251.8016
16377.16,29.37,11.237100000000009,16395.2929
0.0,20.41,20.416000000000032,-0.006000000000032202
334.71,32.71,61.94900000000003,305.47099999999995
0.0,15.68,15.67920000000001,0.0007999999999892538
0.0,20.61,20.610999999999986,-0.0009999999999870113
61.14,0.0,0.0,61.14
6.41,39.14,37.586999999999996,7.963000000000001
0.0,39.18,39.1851,-0.005099999999998772
257.93,27.3,21.681400000000004,263.5486
16633.58,16.21,0.0,16649.79
79.27,27.17,14.881500000000026,91.55849999999997
537.23,0.0,0.0,537.23
75.84,17.1,38.862399999999965,54.07760000000003
16741.97,39.62,11.9298,16769.6602
0.0,23.82,23.828399999999974,-0.008399999999973318
15607.0,25.75,0.0,15632.75
16849.87,16.5,6.88739999999999,16859.4826
