site_id,Actual_Consumption,Predicted_RF,Forecast_Variance
SITE_012,9.53,9.526399999999988,0.00360000000001115
SITE_020,24.31,24.341699999999978,-0.03169999999997941
SITE_028,51.82,51.82260000000002,-0.002600000000022362
SITE_009,0.0,0.0,0.0
SITE_029,7.19,7.159800000000011,0.030199999999989124
SITE_025,22.36,22.353999999999978,0.006000000000021544
SITE_005,45.46,45.448399999999936,0.011600000000065336
SITE_010,0.0,0.0,0.0
SITE_016,0.0,0.0,0.0
SITE_002,16.36,16.359499999999972,0.0005000000000272564
SITE_008,42.36,42.31749999999999,0.042500000000011084
SITE_017,14.3,14.301099999999987,-0.0010999999999867782
SITE_013,30.31,30.271299999999982,0.03870000000001639
SITE_006,0.0,0.0,0.0
SITE_012,10.93,10.930299999999987,-0.00029999999998686633
SITE_024,47.78,47.778300000000065,0.0016999999999356419
SITE_011,40.44,40.4431,-0.0031000000000034333
SITE_015,9.0,8.9992,0.0007999999999999119
SITE_027,13.27,13.269199999999987,0.0008000000000123464
SITE_026,59.27,59.2852,-0.015200000000000102
SITE_030,29.47,29.591399999999993,-0.12139999999999418
SITE_022,47.38,47.371899999999954,0.008100000000048624
SITE_019,12.33,12.327800000000002,0.0021999999999984254
SITE_007,15.12,15.119799999999966,0.00020000000003328466
SITE_018,22.47,22.467800000000015,0.0021999999999842146
SITE_004,8.02,8.018499999999989,0.001500000000010715
SITE_001,28.28,28.28370000000003,-0.0037000000000304567
SITE_023,12.23,12.228200000000014,0.0017999999999869232
SITE_003,35.12,35.00770000000003,0.1122999999999692
SITE_014,54.62,54.61310000000003,0.006899999999966155
SITE_021,47.35,47.347399999999986,0.0026000000000152568
SITE_020,49.9,48.71109999999999,1.188900000000011
SITE_026,0.0,0.0,0.0
SITE_020,10.22,10.230100000000007,-0.01010000000000666
SITE_017,37.62,37.61410000000002,0.0058999999999755914
SITE_016,25.98,25.977599999999985,0.002400000000015723
SITE_008,35.3,35.300500000000035,-0.0005000000000379146
SITE_018,17.23,17.22180000000002,0.00819999999998089
SITE_027,6.75,6.75,0.0
SITE_012,5.65,5.64999999999999,1.0658141036401503e-14
SITE_019,12.28,12.28029999999998,-0.0002999999999797609
SITE_023,6.87,6.869800000000003,0.00019999999999686935
SITE_003,47.92,47.92729999999999,-0.0072999999999865395
SITE_013,55.53,55.522800000000025,0.007199999999976114
SITE_009,12.15,12.1483,0.0016999999999995907
SITE_001,30.32,30.290099999999974,0.02990000000002624
SITE_004,6.6,6.60060000000001,-0.000600000000010148
SITE_015,16.97,16.97010000000002,-0.00010000000002108322
SITE_021,38.21,37.006,1.2040000000000006
SITE_028,42.12,42.05789999999998,0.06210000000001514
SITE_014,0.0,0.0,0.0
SITE_025,21.6,21.596799999999995,0.003200000000006753
SITE_024,28.58,28.55420000000001,0.02579999999998961
SITE_011,55.99,55.82059999999993,0.16940000000007416
SITE_029,18.54,18.538799999999977,0.0012000000000220723
SITE_007,19.04,19.05059999999997,-0.010599999999971743
SITE_005,37.44,42.841199999999986,-5.401199999999989
SITE_030,33.06,33.02920000000002,0.03079999999998506
SITE_022,34.95,34.754499999999986,0.19550000000001688
SITE_006,26.61,26.641900000000017,-0.031900000000018025
SITE_002,16.88,16.880700000000036,-0.0007000000000374484
SITE_010,46.9,46.9101,-0.01010000000000133
SITE_019,9.39,9.39329999999999,-0.0032999999999887564
SITE_011,53.54,53.570599999999956,-0.030599999999957106
SITE_002,15.9,15.900200000000023,-0.00020000000002262652
SITE_001,45.29,45.05630000000003,0.2336999999999705
SITE_029,5.46,5.460199999999995,-0.000199999999995093
SITE_017,47.41,47.50920000000003,-0.09920000000003171
SITE_020,19.85,19.85859999999998,-0.008599999999979957
SITE_025,24.25,24.231100000000005,0.018899999999995032
SITE_022,37.24,37.17410000000001,0.06589999999999208
SITE_023,11.12,11.110100000000003,0.009899999999996467
SITE_030,18.35,18.36799999999998,-0.017999999999979366
SITE_027,18.17,18.169600000000024,0.0003999999999777515
SITE_004,9.35,9.351500000000014,-0.0015000000000142677
SITE_026,0.0,0.0,0.0
SITE_014,10.84,10.840600000000006,-0.0006000000000057071
SITE_003,33.99,33.60679999999999,0.3832000000000093
SITE_024,15.52,15.519799999999986,0.00020000000001374474
SITE_013,0.0,0.0,0.0
SITE_021,14.94,14.937100000000017,0.002899999999982583
SITE_007,34.62,34.60510000000001,0.014899999999990143
SITE_028,21.4,21.416400000000024,-0.016400000000025727
SITE_015,8.32,8.31860000000001,0.0013999999999896318
SITE_005,15.19,15.193000000000024,-0.0030000000000249827
SITE_006,31.4,31.398400000000017,0.0015999999999820602
SITE_012,11.74,11.738300000000008,0.0016999999999924853
SITE_010,0.0,0.0,0.0
SITE_016,0.0,0.0,0.0
SITE_008,0.0,0.0,0.0
SITE_009,17.54,17.540999999999976,-0.0009999999999763531
SITE_018,32.39,32.3878,0.002200000000001978
SITE_008,40.6,40.34620000000001,0.25379999999999114
SITE_027,6.05,6.0504,-0.00039999999999995595
SITE_002,9.98,9.979700000000014,0.00029999999998686633
SITE_018,30.29,30.357500000000005,-0.06750000000000611
SITE_015,14.02,14.022299999999984,-0.0022999999999839815
SITE_001,23.55,25.906999999999996,-2.3569999999999958
SITE_020,40.63,40.629100000000015,0.0008999999999872443
SITE_023,6.37,6.366000000000005,0.003999999999995119
SITE_022,35.62,37.74890000000002,-2.128900000000023
SITE_030,33.34,33.36609999999997,-0.02609999999996404
SITE_004,13.53,13.534299999999979,-0.00429999999997932
SITE_006,54.73,54.54899999999995,0.18100000000004712
SITE_021,42.62,42.6197,0.0002999999999957481
SITE_011,0.0,0.0,0.0
SITE_028,0.0,0.0,0.0
SITE_005,39.16,39.1533,0.006699999999995043
SITE_029,5.09,5.088499999999991,0.0015000000000089386
SITE_017,29.36,29.40199999999999,-0.041999999999990933
SITE_025,34.03,33.961099999999995,0.0689000000000064
SITE_012,18.99,18.98720000000001,0.0027999999999899217
SITE_013,0.0,0.0,0.0
SITE_009,6.08,6.078900000000002,0.0010999999999983245
SITE_014,44.35,44.353400000000036,-0.0034000000000347086
SITE_024,64.6,64.5767,0.023299999999991883
SITE_007,24.34,24.336299999999998,0.003700000000002035
SITE_026,61.5,61.33339999999998,0.16660000000001673
SITE_016,0.0,0.0,0.0
SITE_003,44.84,44.278700000000015,0.5612999999999886
SITE_010,58.64,58.337000000000025,0.30299999999997596
SITE_019,13.76,13.759299999999994,0.000700000000005474
SITE_016,10.17,10.169799999999983,0.00020000000001729745
SITE_013,48.99,48.883899999999954,0.1061000000000476
SITE_005,42.05,42.73879999999996,-0.688799999999965
SITE_026,68.34,68.35870000000003,-0.01870000000002392
SITE_011,38.0,37.990599999999944,0.009400000000056252
SITE_020,35.67,35.68780000000001,-0.017800000000008254
SITE_008,36.46,36.07040000000001,0.3895999999999944
SITE_001,21.16,21.161600000000025,-0.0016000000000246928
SITE_025,17.09,17.07939999999998,0.010600000000021481
SITE_012,17.71,17.710100000000022,-0.00010000000002108322
SITE_017,37.08,37.604199999999985,-0.5241999999999862
SITE_009,12.27,12.270299999999986,-0.00029999999998686633
SITE_028,33.36,33.24629999999998,0.11370000000002278
SITE_018,38.66,38.654200000000024,0.005799999999972272
SITE_027,0.0,0.0,0.0
SITE_003,36.95,36.94299999999999,0.007000000000012108
SITE_010,43.18,42.48979999999996,0.6902000000000399
SITE_021,37.37,37.369000000000035,0.0009999999999621423
SITE_015,7.54,7.539999999999995,5.329070518200751e-15
SITE_024,48.52,48.41880000000002,0.10119999999998441
SITE_002,7.08,7.042300000000007,0.03769999999999296
SITE_014,48.45,48.460099999999926,-0.01009999999992317
SITE_004,12.17,12.170599999999995,-0.0005999999999950489
SITE_006,31.62,31.624400000000026,-0.004400000000025273
SITE_022,39.58,39.58030000000001,-0.00030000000000995897
SITE_019,8.52,8.525099999999986,-0.005099999999986338
SITE_007,30.31,30.2985,0.011499999999998067
SITE_023,16.28,16.28099999999998,-0.0009999999999799059
SITE_030,33.42,33.41550000000003,0.004499999999971749
SITE_029,6.03,6.029999999999985,1.509903313490213e-14
SITE_017,36.27,36.29210000000002,-0.022100000000015996
SITE_026,0.0,0.0,0.0
SITE_014,0.0,0.0,0.0
SITE_015,15.96,15.95980000000002,0.00019999999997999396
SITE_029,14.11,14.11029999999998,-0.0002999999999797609
SITE_010,27.23,27.515700000000006,-0.2857000000000056
SITE_025,15.38,15.385800000000025,-0.005800000000023786
SITE_013,0.0,0.0,0.0
SITE_016,47.43,47.43029999999998,-0.00029999999998153726
SITE_005,32.89,32.892,-0.0020000000000024443
SITE_009,5.62,5.6209000000000024,-0.0009000000000023434
SITE_028,54.79,54.522400000000005,0.2675999999999945
SITE_021,0.0,0.0,0.0
SITE_024,22.65,22.51340000000002,0.13659999999998007
SITE_004,8.81,8.810499999999983,-0.0004999999999828475
SITE_003,22.67,22.658400000000025,0.011599999999976518
SITE_023,8.35,8.349700000000015,0.00029999999998508997
SITE_030,43.5,43.51279999999995,-0.012799999999948852
SITE_022,36.97,36.96249999999995,0.007500000000050022
SITE_027,5.8,5.8015,-0.0015000000000000568
SITE_012,15.56,15.55969999999997,0.00030000000003127525
SITE_018,23.15,22.509599999999992,0.6404000000000067
SITE_007,29.77,29.784600000000005,-0.014600000000005053
SITE_008,23.69,23.696100000000015,-0.006100000000014205
SITE_011,45.49,45.49359999999998,-0.003599999999977399
SITE_020,33.43,33.43949999999998,-0.009499999999981412
SITE_019,19.08,19.073699999999977,0.0063000000000208445
SITE_006,61.05,59.176899999999954,1.8731000000000435
SITE_001,25.69,25.68920000000003,0.0007999999999697138
SITE_002,6.78,6.78219999999999,-0.0021999999999895437
SITE_024,15.33,15.329199999999988,0.0008000000000123464
SITE_014,0.0,0.0,0.0
SITE_022,41.81,41.79400000000003,0.015999999999969816
SITE_025,15.05,15.050999999999972,-0.000999999999971024
SITE_010,14.52,14.518099999999988,0.0019000000000115591
SITE_015,19.18,19.17940000000002,0.0005999999999808381
SITE_016,0.0,0.0,0.0
SITE_020,33.21,33.201699999999995,0.008300000000005525
SITE_021,0.0,0.0,0.0
SITE_002,15.12,15.119399999999967,0.0006000000000323524
SITE_026,0.0,0.0,0.0
SITE_011,34.37,34.365899999999975,0.004100000000022419
SITE_027,11.67,11.665199999999997,0.004800000000003024
SITE_013,59.89,59.51709999999992,0.3729000000000795
SITE_028,0.0,0.0,0.0
SITE_008,24.34,24.336499999999997,0.003500000000002501
SITE_018,20.17,20.191700000000022,-0.02170000000002048
SITE_009,11.25,11.250399999999999,-0.00039999999999906777
SITE_019,15.07,15.067799999999986,0.0022000000000144126
SITE_004,17.15,17.14860000000003,0.0013999999999683155
SITE_007,40.97,40.96230000000002,0.007699999999978502
SITE_005,51.82,51.5386,0.2813999999999979
SITE_023,11.25,11.250499999999999,-0.0004999999999988347
SITE_003,32.38,32.3806,-0.0005999999999986017
SITE_012,17.9,17.89980000000003,0.00019999999996755946
SITE_030,29.52,29.44750000000001,0.0724999999999909
SITE_029,6.84,6.840199999999999,-0.00019999999999953388
SITE_006,33.28,33.206299999999985,0.07370000000001653
SITE_001,13.48,13.472600000000014,0.007399999999986306
SITE_017,38.53,38.40290000000001,0.12709999999999155
SITE_027,15.99,15.991500000000007,-0.0015000000000071623
SITE_026,69.97,68.3766,1.5934000000000026
SITE_002,8.61,8.610300000000011,-0.0003000000000117353
SITE_018,33.73,33.74539999999997,-0.015399999999971214
SITE_001,20.35,20.346099999999975,0.003900000000026438
SITE_013,32.47,32.2937,0.17629999999999768
SITE_025,0.0,0.0,0.0
SITE_022,28.67,28.519500000000008,0.15049999999999386
SITE_007,0.0,0.0,0.0
SITE_008,34.25,34.23799999999997,0.012000000000028876
SITE_012,13.27,13.269899999999986,0.0001000000000139778
SITE_028,0.0,0.0,0.0
SITE_030,0.0,0.0,0.0
SITE_011,52.45,50.72749999999999,1.7225000000000108
SITE_004,19.77,19.766999999999985,0.0030000000000143245
SITE_019,15.49,15.490100000000007,-0.00010000000000687237
SITE_014,39.86,39.87149999999994,-0.011499999999941224
SITE_029,8.15,8.150499999999989,-0.0004999999999881766
SITE_006,44.09,44.08819999999996,0.001800000000045543
SITE_024,0.0,0.0,0.0
SITE_009,8.2,8.198300000000012,0.0016999999999871562
SITE_023,6.32,6.320600000000004,-0.0006000000000039307
SITE_015,13.51,13.510199999999992,-0.00019999999999242846
SITE_010,19.45,19.448700000000027,0.0012999999999721013
SITE_003,44.98,45.658599999999986,-0.6785999999999888
SITE_017,29.7,29.698399999999992,0.0016000000000069292
SITE_020,30.81,32.086799999999975,-1.2767999999999766
SITE_005,0.0,0.0,0.0
SITE_016,66.78,66.77869999999996,0.0013000000000431555
SITE_021,44.84,44.82530000000003,0.014699999999976399
SITE_005,0.0,0.0,0.0
SITE_025,37.67,37.61549999999997,0.054500000000032855
SITE_030,49.64,51.46839999999998,-1.8283999999999807
SITE_008,30.14,30.129500000000025,0.010499999999975529
SITE_028,67.06,67.04750000000004,0.01249999999996021
SITE_002,19.62,19.61979999999995,0.00020000000004927188
SITE_007,32.42,31.958399999999997,0.46160000000000423
SITE_022,22.63,22.640000000000022,-0.01000000000002288
SITE_021,39.22,38.692199999999964,0.5278000000000347
SITE_003,24.4,24.712200000000003,-0.31220000000000425
SITE_010,0.0,0.0,0.0
SITE_024,33.85,33.2811,0.5688999999999993
SITE_004,8.42,8.419099999999988,0.0009000000000121133
SITE_019,5.31,5.304800000000004,0.005199999999995875
SITE_017,29.58,29.573200000000007,0.0067999999999912575
SITE_023,12.18,12.180299999999995,-0.0002999999999957481
SITE_009,10.16,10.158199999999988,0.0018000000000117922
SITE_027,6.82,6.818800000000006,0.0011999999999945388
SITE_001,16.46,16.44420000000003,0.015799999999970282
SITE_011,21.75,21.945600000000002,-0.19560000000000244
SITE_015,14.09,14.089399999999987,0.0006000000000128125
SITE_026,59.71,59.39209999999996,0.31790000000004426
SITE_006,39.51,39.50210000000002,0.007899999999978036
SITE_014,0.0,0.0,0.0
SITE_012,16.84,16.840399999999974,-0.00039999999997419877
SITE_029,15.19,15.187800000000022,0.002199999999977109
SITE_018,30.09,30.060800000000008,0.029199999999992343
SITE_020,41.94,41.623100000000015,0.31689999999998264
SITE_016,42.65,42.65329999999998,-0.003299999999981651
SITE_013,12.3,12.300199999999977,-0.00019999999997644125
SITE_008,14.35,14.35889999999999,-0.008899999999989916
SITE_019,11.24,11.237800000000009,0.00219999999999132
SITE_026,0.0,0.0,0.0
SITE_028,50.59,50.57899999999999,0.01100000000000989
SITE_003,27.45,27.459100000000014,-0.009100000000014319
SITE_004,16.34,16.339999999999975,2.4868995751603507e-14
SITE_029,10.65,10.64919999999999,0.00080000000001057
SITE_014,14.87,14.86939999999997,0.0006000000000287997
SITE_002,19.93,19.93000000000002,-2.1316282072803006e-14
SITE_024,48.48,48.432499999999955,0.047500000000042064
SITE_007,32.0,32.00630000000006,-0.006300000000059924
SITE_015,14.5,14.4997,0.0002999999999993008
SITE_011,32.31,32.29560000000001,0.014399999999994861
SITE_013,49.69,49.68749999999998,0.0025000000000190425
SITE_009,18.13,18.130900000000032,-0.0009000000000334296
SITE_020,14.88,14.935299999999994,-0.05529999999999369
SITE_023,19.75,19.746700000000004,0.003299999999995862
SITE_027,11.99,11.989700000000006,0.00029999999999397176
SITE_001,0.0,0.0,0.0
SITE_018,30.48,31.415199999999977,-0.9351999999999769
SITE_012,17.73,17.728200000000015,0.0017999999999851468
SITE_022,28.87,28.873700000000007,-0.0037000000000055877
SITE_005,51.57,51.157900000000026,0.41209999999997393
SITE_017,19.78,19.774599999999985,0.005400000000015837
SITE_030,39.28,39.46889999999996,-0.1888999999999612
SITE_021,31.64,31.63840000000001,0.0015999999999891656
SITE_025,56.17,55.11709999999997,1.0529000000000295
SITE_006,44.32,44.30660000000002,0.013399999999982981
SITE_010,34.92,34.855799999999995,0.0642000000000067
SITE_016,15.56,15.564999999999966,-0.0049999999999652545
SITE_030,13.17,13.306899999999992,-0.1368999999999918
SITE_015,5.03,5.03009999999999,-9.999999998999698e-05
SITE_017,35.64,35.63859999999998,0.0014000000000180535
SITE_019,14.83,14.83109999999999,-0.001099999999990331
SITE_001,40.23,41.85859999999996,-1.6285999999999632
SITE_002,8.05,8.049099999999989,0.0009000000000121133
SITE_024,0.0,0.0,0.0
SITE_010,30.58,30.575499999999973,0.0045000000000250395
SITE_014,19.3,19.29919999999997,0.00080000000003011
SITE_029,11.49,11.487000000000007,0.0029999999999930083
SITE_023,12.36,12.35909999999999,0.0009000000000085606
SITE_004,11.68,11.68009999999999,-9.999999999088516e-05
SITE_012,19.06,19.061199999999968,-0.0011999999999687816
SITE_022,31.06,31.060700000000043,-0.0007000000000445539
SITE_021,49.67,50.1624,-0.4923999999999964
SITE_005,0.0,0.0,0.0
SITE_025,30.01,30.050800000000027,-0.040800000000025705
SITE_008,26.55,26.54039999999999,0.0096000000000096
SITE_026,0.0,0.0,0.0
SITE_020,40.62,40.60649999999997,0.013500000000028933
SITE_028,65.85,65.85699999999996,-0.00699999999996237
SITE_003,28.74,28.7712,-0.031200000000001893
SITE_006,0.0,0.0,0.0
SITE_016,0.0,0.0,0.0
SITE_007,13.7,13.696200000000017,0.003799999999982262
SITE_009,19.08,19.072899999999976,0.007100000000022533
SITE_027,10.3,10.294599999999981,0.005400000000019389
SITE_018,37.96,37.95489999999998,0.0051000000000200885
SITE_013,0.0,0.0,0.0
SITE_011,33.3,34.67269999999997,-1.3726999999999734
SITE_016,0.0,0.0,0.0
SITE_003,39.98,39.984299999999905,-0.004299999999908266
SITE_025,33.37,32.77679999999999,0.5932000000000102
SITE_027,17.97,17.96830000000002,0.0016999999999782744
SITE_001,19.09,19.087799999999973,0.002200000000026847
SITE_030,18.52,18.508299999999995,0.011700000000004707
SITE_005,0.0,0.0,0.0
SITE_012,16.33,16.32999999999998,1.7763568394002505e-14
SITE_023,7.39,7.387199999999992,0.0028000000000076852
SITE_022,26.36,26.687699999999992,-0.327699999999993
SITE_009,16.62,16.620199999999965,-0.00019999999996400675
SITE_019,16.17,16.169500000000017,0.0004999999999846239
SITE_002,5.72,5.720300000000014,-0.00030000000001439986
SITE_008,28.32,28.32160000000001,-0.001600000000010482
SITE_021,0.0,0.0,0.0
SITE_017,14.17,14.17100000000001,-0.001000000000010104
SITE_029,16.31,16.310899999999968,-0.0008999999999694808
SITE_015,9.88,9.879999999999997,3.552713678800501e-15
SITE_013,56.96,56.95820000000001,0.0017999999999886995
SITE_011,26.18,26.19070000000002,-0.010700000000021248
SITE_007,37.98,37.92610000000001,0.053899999999984516
SITE_024,38.07,38.064499999999995,0.005500000000004945
SITE_006,0.0,0.0,0.0
SITE_028,54.25,54.16529999999999,0.08470000000001221
SITE_004,13.0,12.9999,9.999999999976694e-05
SITE_018,40.67,40.66429999999995,0.005700000000054217
SITE_026,38.5,38.49899999999999,0.0010000000000118803
SITE_010,43.08,42.80070000000003,0.2792999999999708
SITE_014,0.0,0.0,0.0
SITE_020,38.74,38.765699999999995,-0.025699999999993395
SITE_027,6.83,6.8262000000000045,0.0037999999999955847
SITE_018,21.44,21.44030000000003,-0.00030000000002772254
SITE_015,11.34,11.340600000000002,-0.0006000000000021544
SITE_012,13.65,13.65010000000001,-0.00010000000001042508
SITE_030,20.75,20.746100000000002,0.003899999999998016
SITE_003,33.8,33.843500000000006,-0.043500000000008754
SITE_010,19.84,19.680199999999996,0.15980000000000416
SITE_025,17.39,17.389500000000034,0.0004999999999668603
SITE_014,40.32,40.32450000000003,-0.004500000000028592
SITE_006,0.0,0.0,0.0
SITE_026,0.0,0.0,0.0
SITE_022,21.44,21.439300000000024,0.0006999999999770523
SITE_023,5.07,5.0701999999999945,-0.0001999999999942048
