Actual_Consumption,Predicted_RF
28.32,28.32160000000001
0.0,0.0
14.17,14.17100000000001
16.31,16.310899999999968
9.88,9.879999999999997
56.96,56.95820000000001
26.18,26.19070000000002
37.98,37.92610000000001
38.07,38.064499999999995
0.0,0.0
54.25,54.16529999999999
13.0,12.9999
40.67,40.66429999999995
38.5,38.49899999999999
43.08,42.80070000000003
0.0,0.0
38.74,38.765699999999995
6.83,6.8262000000000045
21.44,21.44030000000003
11.34,11.340600000000002
13.65,13.65010000000001
20.75,20.746100000000002
33.8,33.843500000000006
19.84,19.680199999999996
17.39,17.389500000000034
40.32,40.32450000000003
0.0,0.0
0.0,0.0
21.44,21.439300000000024
5.07,5.0701999999999945
32.42,32.42230000000001
25.4,26.023499999999984
15.71,15.707100000000024
26.72,26.717199999999995
5.07,5.070099999999994
19.69,19.69010000000004
44.07,44.0721
13.27,13.269599999999986
50.27,50.23860000000007
0.0,0.0
57.75,57.761000000000024
34.04,34.03739999999999
13.07,13.068599999999998
45.76,45.75649999999996
0.0,0.0
32.28,31.918399999999984
0.0,0.0
16.37,16.369799999999962
0.0,0.0
0.0,0.0
36.5,36.46369999999998
16.16,16.13940000000002
45.66,45.659599999999976
24.1,24.0922
15.62,15.619899999999967
0.0,0.0
0.0,0.0
34.56,34.549599999999984
18.71,18.711000000000023
11.41,11.410999999999996
0.0,0.0
0.0,0.0
15.82,15.82159999999999
32.6,32.59919999999998
21.07,21.068699999999975
27.27,27.273999999999997
11.99,11.989700000000006
20.22,20.21800000000002
41.87,41.806499999999986
60.3,58.41320000000003
8.99,9.127999999999991
0.0,0.0
7.29,7.288999999999995
9.78,9.777599999999984
0.0,0.0
19.63,19.63060000000001
14.41,14.411800000000014
38.48,38.48349999999997
30.28,30.2755
42.16,41.66819999999998
10.11,10.108500000000014
52.03,52.01
48.7,48.70419999999997
14.11,14.110399999999979
17.63,17.62089999999996
38.22,38.13929999999998
5.39,5.388399999999994
11.24,11.237100000000009
20.41,20.416000000000032
61.94,61.94900000000003
15.68,15.67920000000001
20.61,20.610999999999986
0.0,0.0
37.59,37.586999999999996
39.18,39.1851
21.69,21.681400000000004
0.0,0.0
14.88,14.881500000000026
0.0,0.0
38.86,38.862399999999965
11.93,11.9298
23.82,23.828399999999974
0.0,0.0
6.9,6.88739999999999
8.05,8.048999999999987
35.76,36.8864
44.15,44.149599999999985
55.08,54.83070000000002
30.08,30.078699999999976
43.48,43.47409999999994
32.45,32.457
11.68,11.67989999999999
11.12,11.110100000000003
18.09,18.08929999999997
34.74,34.74509999999998
0.0,0.0
8.59,8.58770000000001
44.33,44.31009999999999
18.36,18.358099999999965
0.0,0.0
54.32,53.75380000000002
12.38,12.379900000000013
6.69,6.6906000000000025
20.27,20.260899999999996
54.31,53.525000000000006
44.94,44.8291
43.26,43.25210000000002
33.17,33.19099999999996
0.0,0.0
48.86,48.858799999999995
16.63,16.630100000000038
0.0,0.0
49.72,49.714299999999994
10.36,10.350000000000012
12.45,12.452600000000018
44.35,43.792300000000026
15.65,15.664800000000008
51.5,51.48109999999994
13.62,13.61999999999998
47.78,47.77940000000005
39.78,39.77570000000001
25.91,26.07360000000001
5.85,5.85000000000001
7.35,7.349400000000012
23.09,23.080499999999994
15.86,15.86019999999997
0.0,0.0
29.29,29.27389999999998
17.77,17.770599999999988
23.02,22.767799999999998
51.67,51.659099999999974
16.02,16.01609999999999
0.0,0.0
13.43,13.343200000000003
11.65,11.646900000000002
15.98,15.984300000000008
33.53,33.53020000000002
58.31,58.29239999999997
33.42,34.47620000000002
31.44,31.415600000000023
69.68,69.67290000000007
43.43,43.470399999999955
33.25,33.20660000000002
17.12,17.12009999999996
0.0,0.0
10.23,10.229600000000012
27.85,27.8429
30.53,30.532000000000036
24.15,24.150100000000013
14.46,14.46000000000002
65.57,63.71540000000002
11.09,11.089900000000005
28.43,28.430200000000003
53.18,53.14680000000002
12.77,12.770099999999987
18.32,18.31929999999998
43.67,43.65479999999999
21.36,21.32039999999998
19.1,19.096299999999975
48.98,48.684499999999986
36.57,36.5751
31.24,31.173599999999997
68.95,68.9368
31.54,31.545000000000037
36.76,36.612700000000004
16.68,16.680100000000017
27.09,27.102999999999994
17.48,17.479700000000015
63.83,63.79930000000001
44.25,44.25389999999999
6.17,6.169399999999997
26.26,26.260200000000005
11.45,11.448900000000016
57.54,57.315100000000065
0.0,0.0
8.67,8.670099999999987
12.54,12.540199999999981
15.87,15.870099999999965
14.98,14.971300000000019
15.76,15.82719999999999
35.21,35.208400000000005
0.0,0.0
12.84,12.868399999999992
10.2,10.201700000000015
36.43,36.4321
25.45,27.924200000000013
30.5,30.444499999999998
19.67,19.668900000000026
7.58,7.579600000000011
37.4,37.38340000000001
20.8,20.798599999999976
21.52,21.524599999999985
27.63,27.318300000000004
52.08,51.81219999999999
61.18,61.174199999999985
0.0,0.0
7.65,7.649999999999989
14.68,14.678900000000008
36.91,36.76269999999997
23.11,23.101499999999987
0.0,0.0
7.37,7.370800000000003
12.36,12.359199999999992
34.47,34.46309999999998
12.23,12.228000000000014
12.55,12.550699999999974
30.79,30.808400000000017
0.0,0.0
36.42,36.588
47.6,47.48560000000001
21.35,21.34139999999997
46.34,46.32789999999999
11.35,11.349800000000005
25.8,25.562299999999986
22.36,22.35949999999999
27.7,27.716299999999986
11.8,11.79839999999998
5.73,5.730900000000008
5.04,5.038300000000005
44.77,44.76469999999999
18.72,18.815500000000007
22.85,21.86589999999999
31.07,31.071500000000015
15.61,15.609499999999974
39.21,39.20850000000001
32.58,32.58880000000001
41.44,41.43579999999998
12.21,12.20860000000002
33.43,32.72409999999999
20.38,17.10169999999999
37.43,37.4431
61.32,61.31710000000002
16.75,16.743400000000005
7.03,7.017599999999985
44.44,44.46870000000003
17.03,17.029999999999983
14.0,13.998300000000002
0.0,0.0
11.59,11.590700000000002
7.72,7.719700000000017
7.06,7.0786000000000024
38.79,38.9123
41.02,41.025300000000016
16.2,16.203600000000026
36.64,36.628300000000046
30.45,30.454799999999995
31.32,31.34030000000001
0.0,0.0
41.53,41.5217
67.76,67.75009999999999
13.11,13.109599999999986
38.2,38.1981
11.5,11.500499999999999
68.26,68.24600000000002
42.86,42.87929999999994
29.75,29.7394
14.82,14.819499999999994
9.06,9.060199999999977
36.96,37.06860000000002
51.72,51.33249999999998
32.87,32.88139999999997
18.61,18.608299999999968
18.1,18.09869999999997
13.36,13.359799999999986
63.93,63.913099999999986
19.23,19.241900000000015
6.45,6.450800000000004
0.0,0.0
27.02,27.01210000000002
29.94,29.90939999999997
20.79,20.795699999999975
19.26,19.260399999999994
18.4,18.225600000000007
10.59,10.588000000000008
5.71,5.709599999999996
47.97,47.96979999999995
13.92,13.919900000000007
17.4,17.38500000000002
31.48,31.478699999999986
39.44,39.176200000000016
11.71,11.710300000000016
31.56,31.5573
6.71,6.709200000000002
0.0,0.0
49.4,49.40470000000001
5.77,5.769799999999992
36.23,36.228999999999985
30.32,30.300099999999997
33.14,33.13230000000006
0.0,0.0
30.0,30.139399999999995
41.85,42.02729999999997
17.21,17.208500000000022
8.28,8.281799999999988
17.23,17.230000000000015
11.76,11.759299999999994
37.58,37.5879
17.63,17.62019999999996
38.66,38.6447
17.13,17.129200000000036
17.15,17.14790000000003
45.39,45.099100000000035
0.0,0.0
0.0,0.0
12.38,12.380000000000017
25.13,25.129099999999998
23.33,23.125399999999996
65.53,64.11280000000001
0.0,0.0
24.73,24.69729999999999
15.13,15.128300000000017
11.44,11.435900000000014
40.17,40.43529999999999
19.75,19.746800000000004
31.51,31.50239999999998
13.27,13.269999999999987
30.2,30.149700000000024
16.23,16.230500000000013
13.26,13.259699999999993
34.34,34.321000000000005
15.76,15.760599999999993
55.08,54.938700000000026
14.84,14.839399999999982
0.0,0.0
13.35,13.350699999999991
23.06,23.005999999999993
35.41,35.36190000000005
33.16,33.16199999999996
18.83,18.825499999999977
40.52,40.399700000000024
35.85,35.7093
0.0,0.0
37.52,37.33640000000003
39.83,39.8526
12.19,12.19040000000002
36.31,36.307900000000025
63.52,63.50909999999996
18.17,18.170000000000023
51.24,50.15110000000001
16.66,16.658900000000028
26.75,26.74420000000001
31.55,31.5504
36.31,36.307700000000025
6.51,6.509799999999995
18.24,18.240000000000006
46.4,46.414699999999996
57.75,57.75910000000006
9.21,9.210000000000013
22.28,22.29139999999998
21.64,21.62369999999997
34.98,34.97040000000002
30.12,30.141200000000037
59.11,59.12279999999996
19.93,19.930600000000027
8.1,8.100800000000012
18.11,18.109599999999965
35.85,35.836799999999975
0.0,0.0
39.06,39.06250000000001
41.28,41.50689999999999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
40.85,40.87100000000001
33.5,33.4906
14.2,14.199800000000025
27.19,27.162000000000013
40.79,40.78850000000004
6.64,6.63999999999999
23.82,23.840699999999973
6.06,6.060399999999995
56.29,56.097500000000046
35.1,35.06619999999999
0.0,0.0
7.35,7.350000000000012
6.8,6.797799999999995
45.22,45.219599999999986
8.49,8.520000000000005
32.64,32.63779999999997
29.14,29.174000000000007
43.8,43.79780000000003
17.01,17.009899999999995
5.53,5.531499999999989
20.79,20.798599999999976
0.0,0.0
55.47,54.95600000000001
31.92,31.909000000000027
32.97,32.965499999999984
14.2,14.200200000000025
0.0,0.0
19.23,19.239600000000014
0.0,0.0
13.06,13.05989999999998
11.18,11.17979999999999
19.36,18.522699999999997
6.59,6.5903
0.0,0.0
17.31,17.30929999999997
40.39,40.38819999999999
10.16,10.15569999999999
47.74,47.7437
15.66,15.544399999999989
53.94,53.61719999999993
56.45,55.373099999999965
0.0,0.0
0.0,0.0
63.45,63.449799999999954
40.22,40.20109999999994
33.29,32.65130000000002
0.0,0.0
18.91,18.909000000000027
40.81,40.78490000000002
31.57,31.557700000000033
11.11,11.110100000000003
9.2,9.200000000000015
16.61,16.44269999999997
50.18,50.07729999999999
0.0,0.0
14.86,14.80739999999998
17.46,17.459700000000026
19.29,19.291199999999975
0.0,0.0
20.78,20.786099999999987
12.8,12.858399999999982
43.31,43.3033
11.2,11.198500000000022
6.73,6.730900000000009
38.99,38.84380000000003
0.0,0.0
9.43,9.433199999999998
7.85,7.848300000000011
44.42,44.41159999999997
8.21,8.210400000000009
6.01,6.003599999999999
28.8,28.803000000000015
34.61,34.60239999999998
8.06,8.06009999999998
0.0,0.0
0.0,0.0
0.0,0.0
33.2,33.19869999999997
15.51,15.507099999999998
50.31,50.28430000000003
51.75,51.18579999999997
19.48,19.468100000000014
37.96,37.944500000000005
18.37,18.227800000000006
9.42,9.416999999999986
0.0,0.0
44.08,44.09700000000001
43.99,43.99280000000001
8.95,8.950100000000015
39.87,39.870999999999945
0.0,0.0
31.94,32.01880000000002
53.56,52.49460000000002
62.35,62.33120000000005
47.98,47.97439999999996
17.91,17.909500000000023
35.15,35.14719999999999
0.0,0.0
36.98,36.65879999999999
17.51,17.53599999999999
10.69,10.689400000000026
14.08,14.080999999999992
0.0,0.0
23.79,23.783500000000004
10.05,10.049899999999981
49.08,49.0779
16.53,16.527999999999984
0.0,0.0
23.49,23.4907
32.0,32.001500000000014
7.51,7.509699999999993
22.89,22.93709999999999
19.37,19.362499999999976
6.01,6.009899999999995
38.73,38.733499999999985
12.82,12.809599999999989
19.26,19.260299999999994
25.77,25.758700000000037
16.34,16.339999999999975
17.52,17.519499999999987
31.31,31.19450000000003
42.64,42.63550000000001
11.73,11.686800000000014
25.24,25.220699999999987
8.62,8.620200000000004
32.42,32.422699999999985
36.12,36.135000000000055
33.97,33.96759999999995
9.14,9.14099999999999
17.65,17.64840000000003
18.34,18.33909999999997
9.29,9.284899999999986
15.82,15.81969999999999
0.0,0.0
30.99,30.85800000000004
30.85,30.7584
59.98,59.99239999999993
30.23,30.22080000000002
26.44,26.431099999999986
0.0,0.0
13.65,13.650000000000011
0.0,0.0
11.39,11.3899
35.75,35.73880000000002
15.95,15.949700000000028
15.86,15.86009999999997
0.0,0.0
59.29,59.09169999999998
6.86,6.859400000000009
8.82,8.819600000000015
49.59,49.56840000000001
57.01,55.775099999999995
37.97,37.97149999999995
46.49,46.4832
29.31,29.300300000000036
0.0,0.0
0.0,0.0
34.3,34.28730000000001
6.3,6.3021999999999965
35.81,35.790600000000005
14.6,14.601299999999982
0.0,0.0
14.35,14.348999999999984
48.95,48.95529999999998
32.86,32.85289999999998
16.12,16.119999999999962
19.46,19.45350000000003
0.0,0.0
32.94,32.537
31.21,31.192399999999978
14.78,14.77929999999998
12.35,12.349899999999996
33.31,33.31249999999997
16.13,16.130100000000038
0.0,0.0
57.6,56.969699999999975
27.05,26.561100000000007
52.17,52.0282
0.0,0.0
46.85,46.79080000000001
27.75,27.730499999999964
30.33,30.24629999999996
49.26,48.44740000000001
26.75,27.860699999999987
16.89,16.889100000000035
38.4,38.40209999999997
5.52,5.519899999999991
14.24,14.238400000000007
18.84,18.840699999999966
55.57,55.56520000000003
44.05,43.69800000000006
31.5,31.49849999999999
42.68,42.686799999999984
8.79,8.785699999999984
0.0,0.0
21.16,21.158700000000024
0.0,0.0
13.44,13.43950000000003
13.32,13.321699999999998
62.23,62.24839999999995
10.25,10.247500000000004
33.48,33.48860000000001
13.36,13.360099999999987
9.4,9.401899999999985
16.63,16.629900000000042
25.5,25.495399999999997
25.06,24.912999999999997
5.99,5.989700000000006
17.27,17.269899999999986
34.08,34.08269999999998
63.41,63.42329999999997
16.47,16.671599999999998
54.3,54.25450000000004
33.31,33.307999999999964
48.92,48.83889999999999
10.7,10.687499999999998
22.51,22.512799999999984
16.44,16.440200000000033
38.62,38.6308
30.56,30.557700000000008
35.71,35.71100000000001
15.75,15.748400000000002
11.8,11.799099999999978
0.0,0.0
31.09,30.982700000000012
0.0,0.0
6.14,6.104799999999994
22.0,21.99670000000001
0.0,0.0
0.0,0.0
0.0,0.0
32.15,32.159499999999966
15.22,15.21320000000002
61.36,61.364199999999954
19.7,19.69980000000003
44.82,44.76230000000001
30.54,30.535799999999995
32.6,32.56099999999999
9.91,9.910699999999988
17.8,17.80039999999997
36.62,36.15970000000001
0.0,0.0
32.8,32.82030000000002
0.0,0.0
6.44,6.439200000000008
15.48,15.481000000000012
8.45,8.450000000000014
0.0,0.0
17.38,17.37990000000004
19.19,19.18700000000003
10.52,10.520099999999989
0.0,0.0
41.19,41.20359999999999
29.8,29.780600000000014
57.54,57.51560000000005
16.42,16.42110000000002
43.91,43.90030000000001
50.52,50.474899999999955
49.91,49.911399999999965
12.85,12.849999999999993
12.13,12.130900000000013
18.41,18.41170000000002
37.19,37.19030000000003
41.94,41.93169999999999
9.59,9.589400000000012
41.19,41.18119999999995
16.46,16.45970000000002
49.65,49.28260000000004
69.23,69.23000000000003
17.16,17.159900000000025
41.27,41.09039999999999
22.18,22.20450000000001
24.92,25.403400000000005
0.0,0.0
37.34,37.34140000000003
44.07,44.072199999999995
10.79,10.789499999999984
10.13,10.129799999999996
0.0,0.0
31.4,31.39569999999999
23.82,23.825799999999973
31.98,31.749500000000012
5.84,5.838499999999995
53.67,53.61860000000002
38.18,37.97909999999999
15.98,15.976200000000016
5.58,5.579299999999998
19.52,19.519999999999985
36.51,36.49850000000004
40.97,40.96210000000001
51.97,52.002400000000016
0.0,0.0
11.15,11.149399999999993
0.0,0.0
0.0,0.0
10.2,10.200400000000014
35.95,35.9614
0.0,0.0
14.62,14.618099999999986
32.05,32.30969999999999
10.21,10.208500000000015
14.3,14.26959999999998
13.45,13.449900000000024
6.32,6.3201000000000045
18.47,18.461800000000018
5.48,5.482300000000008
28.48,28.50580000000002
30.05,29.960299999999982
37.74,37.73999999999995
55.47,55.47169999999997
37.74,37.74710000000001
39.75,39.50329999999995
33.36,33.25009999999998
37.97,37.97429999999994
40.07,40.054400000000015
30.45,30.453399999999974
13.31,13.303899999999985
19.24,19.167300000000008
40.05,40.21829999999998
7.61,7.6091000000000095
35.2,35.202500000000015
37.12,37.269099999999995
0.0,0.0
11.23,11.228100000000014
10.97,10.970900000000018
17.08,17.062899999999978
47.76,47.75820000000006
30.06,30.618099999999977
56.79,56.78369999999998
15.71,15.710800000000022
39.31,39.29810000000004
0.0,0.0
18.38,18.380900000000043
35.45,35.384300000000025
36.02,36.04320000000002
27.73,27.723899999999986
14.2,14.200400000000025
13.16,13.154400000000011
42.47,42.487599999999965
19.83,19.828499999999973
41.63,41.49440000000001
26.47,27.6505
19.05,19.05039999999997
9.85,9.849700000000015
19.29,19.290299999999974
33.15,33.15639999999997
38.85,38.579099999999954
35.66,35.62890000000001
8.4,8.399499999999987
16.55,16.54979999999997
39.01,38.99250000000003
